YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,2021,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,5.1,,4.6,5.5,Gender,Female,POINT (-71.52247031399963 41.70828019300046),44,MTH,MTH1_0,MEAN,GENDER,GENF
2019,2019,AR,Arkansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,27.2,27.2,,22.7,32.3,Overall,Overall,POINT (-92.27449074299966 34.74865012400045),5,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2021,2021,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.9,,3.1,4.7,Race/Ethnicity,Hispanic,POINT (-71.52247031399963 41.70828019300046),44,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2019,2019,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,4.2,,3.7,4.7,Gender,Male,POINT (-111.76381127699972 34.865970280000454),4,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2018,2018,AZ,Arizona,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.3,17.3,,14.2,20.8,Race/Ethnicity,"White, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,MTH,MTH2_0,CRDPREV,RACE,WHT
2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,,4.6,5.3,Gender,Female,POINT (-111.76381127699972 34.865970280000454),4,MTH,MTH1_0,MEAN,GENDER,GENF
2020,2020,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,5.3,,3.9,6.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2019,2019,CT,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.8,13.8,,11.5,16.6,Overall,Overall,POINT (-72.64984095199964 41.56266102000046),9,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2014,2014,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,3.2,3.9,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,MTH,MTH1_0,MEAN,OVERALL,OVR
2016,2016,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,3.1,,2.6,3.7,Gender,Male,POINT (-75.57774116799965 39.008830667000495),10,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2016,2016,FL,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.4,9.4,,7.6,11.6,Race/Ethnicity,Hispanic,POINT (-81.92896053899966 28.932040377000476),12,MTH,MTH2_0,CRDPREV,RACE,HIS
2021,2021,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.6,4.4,Gender,Male,POINT (-83.62758034599966 32.83968109300048),13,MTH,MTH1_0,MEAN,GENDER,GENM
2013,2013,GU,Guam,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.2,11.2,,8.3,14.9,Overall,Overall,POINT (144.793731 13.444304),66,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2021,2021,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.9,,3.6,4.3,Gender,Female,POINT (-157.85774940299973 21.304850435000446),15,MTH,MTH1_0,MEAN,GENDER,GENF
2018,2018,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.7,4.3,Gender,Female,POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,MEAN,GENDER,GENF
2019,2019,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,3,3.6,Gender,Male,POINT (-93.81649055599968 42.46940091300047),19,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2020,2020,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.8,,4.4,5.3,Overall,Overall,POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2011,2011,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,2.4,4.9,Race/Ethnicity,Hispanic,POINT (-114.3637300419997 43.682630005000476),16,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2011,2011,ID,Idaho,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.4,16.4,,13.1,20.2,Race/Ethnicity,"White, non-Hispanic",POINT (-114.3637300419997 43.682630005000476),16,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,3.3,,2.9,3.6,Gender,Male,POINT (-88.99771017799969 40.48501028300046),17,MTH,MTH1_0,MEAN,GENDER,GENM
2019,2019,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.3,6.3,,3.8,8.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-88.99771017799969 40.48501028300046),17,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2013,2013,NE,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.4,13.4,,11.3,15.7,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),31,MTH,MTH2_0,CRDPREV,RACE,WHT
2017,2017,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,5.2,,4.8,5.5,Gender,Female,POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,MEAN,GENDER,GENF
2011,2011,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.1,5,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.14996019399968 39.766910452000445),18,MTH,MTH1_0,MEAN,RACE,BLK
2020,2020,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.3,4,Gender,Male,POINT (-86.14996019399968 39.766910452000445),18,MTH,MTH1_0,MEAN,GENDER,GENM
2019,2019,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.5,4.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,MEAN,RACE,BLK
2020,2020,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9,9,,5.8,12.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,MEAN,RACE,MRC
2017,2017,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.4,5.4,,5,5.8,Gender,Female,POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2018,2018,LA,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21,21,,18,24.3,Race/Ethnicity,"White, non-Hispanic",POINT (-92.44568007099969 31.31266064400046),22,MTH,MTH2_0,CRDPREV,RACE,WHT
2021,2021,MA,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.2,19.2,,11.1,31.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-72.08269067499964 42.27687047000046),25,MTH,MTH2_0,CRDPREV,RACE,MRC
2013,2013,MD,Maryland,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14,14,,11.3,17.4,Race/Ethnicity,"White, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,,4.2,4.9,Overall,Overall,POINT (-68.98503133599962 45.254228894000505),23,MTH,MTH1_0,MEAN,OVERALL,OVR
2014,2014,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.3,6.3,,4.5,8.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,MEAN,RACE,MRC
2016,2016,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.4,,4.1,4.6,Overall,Overall,POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2012,2012,MI,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.3,20.3,,17.6,23.2,Overall,Overall,POINT (-84.71439026999968 44.6613195430005),26,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2015,2015,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,3.9,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,MEAN,RACE,WHT
2011,2011,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,3,3.9,Gender,Male,POINT (-92.56630005299968 38.635790776000476),29,MTH,MTH1_0,MEAN,GENDER,GENM
2016,2016,MO,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.1,18.1,,14.6,22.2,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2021,2021,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-89.53803082499968 32.745510099000455),28,MTH,MTH1_0,MEAN,RACE,HIS
2019,2019,MS,Mississippi,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.7,17.7,,14.1,22,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.53803082499968 32.745510099000455),28,MTH,MTH2_0,CRDPREV,RACE,BLK
2020,2020,MS,Mississippi,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.3,15.3,,12.4,18.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.53803082499968 32.745510099000455),28,MTH,MTH2_0,CRDPREV,RACE,BLK
2013,2013,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.6,3.1,Gender,Male,POINT (-109.42442064499971 47.06652897200047),30,MTH,MTH1_0,MEAN,GENDER,GENM
2014,2014,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,,3.4,3.9,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,OVERALL,OVR
2017,2017,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,3,4,Gender,Male,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENM
2015,2015,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.2,15.2,,12.2,18.8,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,WHT
2020,2020,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,5.5,5.5,,3.4,8.8,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,HIS
2012,2012,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,4.1,4.6,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENF
2017,2017,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,4.1,,3.7,4.4,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2017,2017,NE,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,,3.3,3.7,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),31,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2014,2014,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,2.6,5.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,OTH
2013,2013,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,,3.4,4.1,Gender,Female,POINT (-71.50036091999965 43.65595011300047),33,MTH,MTH1_0,MEAN,GENDER,GENF
2018,2018,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.2,13.2,,9.4,18.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,BLK
2015,2015,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.8,11.8,,7.4,18.3,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,HIS
2019,2019,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,5.1,,3.2,7,Race/Ethnicity,"Other, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,RACE,OTH
2016,2016,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,4.1,4.8,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENF
2018,2018,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.7,,2.6,6.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2020,2020,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2.9,3.5,Gender,Male,POINT (-109.42442064499971 47.06652897200047),30,MTH,MTH1_0,MEAN,GENDER,GENM
2016,2016,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,,4.6,5.3,Gender,Female,POINT (-120.15503132599969 44.56744942400047),41,MTH,MTH1_0,MEAN,GENDER,GENF
2021,2021,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.4,,4.1,4.8,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2020,2020,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5,5,,4.6,5.4,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2013,2013,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,3.3,,2.9,3.8,Gender,Male,POINT (-66.590149 18.220833),72,MTH,MTH1_0,MEAN,GENDER,GENM
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.6,2.6,,2.4,2.8,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,WHT
2019,2019,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.3,8.3,,4.5,12.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-71.52247031399963 41.70828019300046),44,MTH,MTH1_0,MEAN,RACE,MRC
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.5,3.1,Gender,Male,POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,GENDER,GENM
2014,2014,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3,3,,1.8,4.2,Race/Ethnicity,Hispanic,POINT (-81.04537120699968 33.998821303000454),45,MTH,MTH1_0,MEAN,RACE,HIS
2011,2011,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.5,4,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,OVERALL,OVR
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,,3.3,4.2,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2013,2013,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,,2.5,4.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,OTH
2021,2021,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.9,5.9,,4.4,7.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,MTH,MTH1_0,MEAN,RACE,OTH
2019,2019,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5,5,,4.6,5.3,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,WHT
2014,2014,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.1,19.1,,15.5,23.2,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2014,2014,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.8,,4.3,5.2,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,WHT
2012,2012,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,WHT
2012,2012,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,3.7,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2021,2021,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,5.1,,4.7,5.5,Gender,Female,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,MEAN,GENDER,GENF
2020,2020,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,,4.1,4.7,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047),33,MTH,MTH1_0,MEAN,RACE,WHT
2015,2015,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Gender,Female,POINT (-64.896335 18.335765),78,MTH,MTH1_0,MEAN,GENDER,GENF
2011,2011,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.2,18.2,,13.1,24.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH2_0,CRDPREV,RACE,BLK
2015,2015,US,United States,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,50 States + DC: US Median,3.5,3.9,Overall,Overall,,59,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2019,2019,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,,4.4,5.3,Gender,Female,POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,MEAN,GENDER,GENF
2017,2017,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.1,4.2,Race/Ethnicity,Hispanic,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,MEAN,RACE,HIS
2021,2021,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.9,5.9,,3.7,8.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2017,2017,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,5.3,,4.8,5.8,Gender,Female,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2019,2019,CA,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.2,14.2,,9.6,20.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,MTH,MTH2_0,CRDPREV,RACE,BLK
2020,2020,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.4,2.4,,1.9,2.8,Gender,Male,POINT (-147.72205903599973 64.84507995700051),2,MTH,MTH1_0,MEAN,GENDER,GENM
2014,2014,NJ,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.4,4.7,Race/Ethnicity,Hispanic,POINT (-74.27369128799967 40.13057004800049),34,MTH,MTH1_0,MEAN,RACE,HIS
2016,2016,NJ,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.5,2.5,,2,3,Race/Ethnicity,Hispanic,POINT (-74.27369128799967 40.13057004800049),34,MTH,MTH1_0,MEAN,RACE,HIS
2012,2012,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.8,,3.6,4,Overall,Overall,POINT (-120.99999953799971 37.63864012300047),6,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
