Year,State,Question,DataValueType,DataValue,Race/Ethnicity
2020,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Black, non-Hispanic"
2020,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2020,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2020,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2020,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2021,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Black, non-Hispanic"
2021,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Hispanic
2021,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,"Multiracial, non-Hispanic"
2021,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2021,Colorado,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2011,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2011,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2011,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.9,"Multiracial, non-Hispanic"
2011,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2011,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2013,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2013,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2013,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Multiracial, non-Hispanic"
2013,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.9,"Other, non-Hispanic"
2013,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2014,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2014,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2014,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,"Multiracial, non-Hispanic"
2014,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2014,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2015,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2015,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2015,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Multiracial, non-Hispanic"
2015,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2015,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2016,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2016,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Hispanic
2016,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2016,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2016,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2017,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"Black, non-Hispanic"
2017,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2017,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.2,"Multiracial, non-Hispanic"
2017,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2017,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2018,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2018,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2018,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2018,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2018,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2019,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2019,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2019,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2019,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2019,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2020,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Black, non-Hispanic"
2020,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2020,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,"Multiracial, non-Hispanic"
2020,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2020,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2021,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2021,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2021,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Multiracial, non-Hispanic"
2021,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2021,Connecticut,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2011,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Black, non-Hispanic"
2011,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2011,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Multiracial, non-Hispanic"
2011,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2013,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2013,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2013,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Multiracial, non-Hispanic"
2013,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2013,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2014,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Black, non-Hispanic"
2014,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2014,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Multiracial, non-Hispanic"
2014,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2015,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Black, non-Hispanic"
2015,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2015,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2016,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Black, non-Hispanic"
2016,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Hispanic
2016,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2016,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2017,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2017,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Hispanic
2017,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2017,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2018,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2018,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2018,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.5,"Multiracial, non-Hispanic"
2018,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Other, non-Hispanic"
2018,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2019,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2019,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2019,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,"Multiracial, non-Hispanic"
2019,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Other, non-Hispanic"
2019,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"White, non-Hispanic"
2020,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2020,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Hispanic
2020,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.2,"Multiracial, non-Hispanic"
2020,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"Other, non-Hispanic"
2020,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2021,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2021,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Hispanic
2021,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Multiracial, non-Hispanic"
2021,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2021,Delaware,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2011,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2011,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2011,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2011,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,"White, non-Hispanic"
2013,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2013,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Hispanic
2013,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Other, non-Hispanic"
2013,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,"White, non-Hispanic"
2014,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2014,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.1,Hispanic
2014,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Other, non-Hispanic"
2014,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,"White, non-Hispanic"
2015,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2015,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Hispanic
2015,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Multiracial, non-Hispanic"
2015,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2016,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2016,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Hispanic
2016,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2016,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,"White, non-Hispanic"
2017,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2017,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.7,Hispanic
2017,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,"Multiracial, non-Hispanic"
2017,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2017,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"White, non-Hispanic"
2018,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Black, non-Hispanic"
2018,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2018,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.9,"Multiracial, non-Hispanic"
2018,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Other, non-Hispanic"
2018,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"White, non-Hispanic"
2019,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2019,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2019,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Multiracial, non-Hispanic"
2019,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2019,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2020,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Black, non-Hispanic"
2020,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Hispanic
2020,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Multiracial, non-Hispanic"
2020,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Other, non-Hispanic"
2020,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2021,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Black, non-Hispanic"
2021,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2021,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,"Multiracial, non-Hispanic"
2021,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Other, non-Hispanic"
2021,District of Columbia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2011,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2011,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Hispanic
2011,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2011,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Other, non-Hispanic"
2011,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2013,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2013,Florida,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Hispanic
