Year,StateAbbr,State,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation
2014,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.4,4.7,Race/Ethnicity,Hispanic,POINT (-74.27369128799967 40.13057004800049)
2016,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.5,2.0,3.0,Race/Ethnicity,Hispanic,POINT (-74.27369128799967 40.13057004800049)
2012,CA,California,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.6,4.0,Overall,Overall,POINT (-120.99999953799971 37.63864012300047)
2013,WY,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.3,2.0,2.6,Gender,Male,POINT (-108.10983035299967 43.23554134300048)
2018,WY,Wyoming,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.0,14.4,22.3,Overall,Overall,POINT (-108.10983035299967 43.23554134300048)
2017,ND,North Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,3.8,6.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.11842104899966 47.47531977900047)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.7,4.9,8.6,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,2.9,6.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.8,9.5,17.0,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2012,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,1.9,2.7,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2016,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,2.9,5.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,3.7,5.4,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.1,4.3,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,3.8,5.0,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,2.6,6.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,3.6,5.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,2.1,6.5,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,2.2,4.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.4,4.3,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,1.9,3.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,2.7,3.4,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,1.9,6.8,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,2.7,3.3,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.3,4.2,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2012,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,3.6,4.6,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2016,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.0,4.0,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.4,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,2.3,3.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,2.8,3.4,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,4.2,4.9,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,2.3,4.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2012,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,11.6,18.4,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.2,3.9,10.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-86.63186076199969 32.84057112200048)
2021,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.9,8.6,19.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,3.3,7.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.7,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,1.8,6.5,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2016,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.1,3.3,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2012,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,2.6,4.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.0,5.1,Gender,Male,POINT (-86.63186076199969 32.84057112200048)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.4,3.4,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.0,17.3,25.3,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.9,5.3,6.4,Race/Ethnicity,"White, non-Hispanic",POINT (-86.63186076199969 32.84057112200048)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,2.2,5.0,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.3,3.4,7.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.5,2.1,3.0,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.3,2.7,3.8,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,2.6,6.7,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,2.8,3.6,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2016,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.9,10.3,21.0,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.4,4.6,8.1,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,2.2,5.0,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.2,4.5,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2016,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,1.9,7.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.9,7.9,14.9,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2016,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.1,2.6,3.6,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.9,19.4,26.9,Race/Ethnicity,"White, non-Hispanic",POINT (-86.63186076199969 32.84057112200048)
2016,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,2.0,5.7,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.6,2.1,3.2,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,2.0,6.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.1,3.9,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.1,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.3,7.3,14.5,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.6,10.3,17.8,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9.4,5.9,12.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.1,4.2,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.4,4.3,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.5,10.0,17.9,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,3.9,4.7,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,3.7,5.4,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.2,10.5,21.6,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2012,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.3,1.9,2.7,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.5,5.2,5.9,Overall,Overall,POINT (-86.63186076199969 32.84057112200048)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.5,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.3,4.3,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.4,4.4,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,1.5,3.9,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,3.9,5.3,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.5,5.9,7.0,Gender,Female,POINT (-86.63186076199969 32.84057112200048)
2018,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,1.5,4.2,Race/Ethnicity,Hispanic,POINT (-147.72205903599973 64.84507995700051)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.5,4.5,Gender,Male,POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.2,3.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.2,4.5,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.2,4.3,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2012,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.1,6.8,20.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,2.8,6.6,Race/Ethnicity,Hispanic,POINT (-86.63186076199969 32.84057112200048)
2012,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,2.6,3.4,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.0,3.8,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2014,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,1.6,5.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.3,12.2,21.5,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.2,5.3,Gender,Male,POINT (-86.63186076199969 32.84057112200048)
2015,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.4,4.6,Gender,Female,POINT (-147.72205903599973 64.84507995700051)
2019,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.0,3.1,6.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,2.8,3.5,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2018,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.3,9.5,18.5,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2021,AL,Alabama,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.6,4.9,6.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.63186076199969 32.84057112200048)
2012,NJ,New Jersey,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.1,3.5,Overall,Overall,POINT (-74.27369128799967 40.13057004800049)
2021,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.9,5.1,8.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2011,AK,Alaska,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.5,6.6,16.1,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2017,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,2.3,5.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2013,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,2.4,4.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
2020,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,2.9,3.7,Overall,Overall,POINT (-147.72205903599973 64.84507995700051)
2015,AK,Alaska,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,2.6,5.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-147.72205903599973 64.84507995700051)
